Week,ID,Jar,Status,Status,Hatched
2,I3,2I3,2,in,1
2,I3,2I3,2,in,1
2,I3,2I3,2,in,1
2,I3,2I3,2,in,1
2,I3,2I3,2,in,1
2,I5,2I5,2,in,1
2,I5,2I5,2,in,1
2,I5,2I5,2,in,1
2,I5,2I5,2,in,1
2,I5,2I5,2,in,1
2,I5,2I5,2,in,1
2,I5,2I5,2,in,1
2,I5,2I5,2,in,1
2,I5,2I5,2,in,1
2,I5,2I5,2,in,1
2,I7,2I7,2,in,1
2,I7,2I7,2,in,1
2,I7,2I7,2,in,1
2,I7,2I7,2,in,1
2,I7,2I7,2,in,1
2,I7,2I7,2,in,1
2,I7,2I7,2,in,1
2,I7,2I7,2,in,1
2,I7,2I7,2,in,0
2,I7,2I7,2,in,0
2,I8,2I8,2,in,1
2,I8,2I8,2,in,1
2,I8,2I8,2,in,1
2,I8,2I8,2,in,1
2,I8,2I8,2,in,1
2,I8,2I8,2,in,1
2,I8,2I8,2,in,1
2,I8,2I8,2,in,1
2,I8,2I8,2,in,0
2,I8,2I8,2,in,0
2,I12,2I12,2,in,1
2,I12,2I12,2,in,1
2,I12,2I12,2,in,1
2,I12,2I12,2,in,1
2,I13,2I13,1,ex,1
2,I13,2I13,1,ex,1
2,I13,2I13,1,ex,1
2,I13,2I13,1,ex,1
2,I13,2I13,1,ex,1
2,I13,2I13,1,ex,1
2,I13,2I13,1,ex,1
2,I13,2I13,1,ex,1
2,I13,2I13,1,ex,1
2,I13,2I13,1,ex,1
2,I14,2I14,2,in,1
2,I14,2I14,2,in,1
2,I14,2I14,2,in,1
2,I14,2I14,2,in,1
2,I14,2I14,2,in,1
2,I14,2I14,2,in,1
2,I14,2I14,2,in,1
2,I14,2I14,2,in,1
2,I14,2I14,2,in,1
2,I14,2I14,2,in,1
2,I15,2I15,2,in,1
2,I15,2I15,2,in,1
2,I15,2I15,2,in,1
2,I15,2I15,2,in,1
2,I15,2I15,2,in,1
2,I15,2I15,2,in,1
2,I15,2I15,2,in,1
2,I15,2I15,2,in,1
2,I15,2I15,2,in,1
2,I15,2I15,2,in,1
2,I15,2I15,2,in,1
2,I16,2I16,1,ex,1
2,I16,2I16,1,ex,1
2,I16,2I16,1,ex,1
2,I16,2I16,1,ex,1
2,I16,2I16,1,ex,1
2,I16,2I16,1,ex,1
2,I16,2I16,1,ex,1
2,I16,2I16,1,ex,1
2,I16,2I16,1,ex,1
2,I16,2I16,1,ex,1
2,I16,2I16,1,ex,1
2,I16,2I16,1,ex,1
2,I16,2I16,1,ex,1
2,I16,2I16,1,ex,1
2,I17,2I17,2,in,1
2,I17,2I17,2,in,1
2,I17,2I17,2,in,1
2,I17,2I17,2,in,1
2,I17,2I17,2,in,1
2,I17,2I17,2,in,1
2,I17,2I17,2,in,1
2,I17,2I17,2,in,1
2,I17,2I17,2,in,1
2,I17,2I17,2,in,0
2,I18,2I18,2,in,1
2,I18,2I18,2,in,1
2,I18,2I18,2,in,1
2,I18,2I18,2,in,1
2,I18,2I18,2,in,1
2,I18,2I18,2,in,1
2,I18,2I18,2,in,1
2,I18,2I18,2,in,1
2,I18,2I18,2,in,1
2,I18,2I18,2,in,1
2,I18,2I18,2,in,1
2,I18,2I18,2,in,1
2,I18,2I18,2,in,0
2,I20,2I20,2,in,1
2,I20,2I20,2,in,1
2,I20,2I20,2,in,1
2,I20,2I20,2,in,1
2,I20,2I20,2,in,1
2,I20,2I20,2,in,1
2,I20,2I20,2,in,1
2,I20,2I20,2,in,1
2,I20,2I20,2,in,1
2,I20,2I20,2,in,1
2,I22,2I22,2,in,1
2,I22,2I22,2,in,1
2,I22,2I22,2,in,1
2,I22,2I22,2,in,1
2,I22,2I22,2,in,1
2,I22,2I22,2,in,1
2,I22,2I22,2,in,1
2,I22,2I22,2,in,1
2,I22,2I22,2,in,1
2,I22,2I22,2,in,1
2,I24,2I24,2,in,1
2,I24,2I24,2,in,1
2,I24,2I24,2,in,1
2,I24,2I24,2,in,1
2,I24,2I24,2,in,1
2,I24,2I24,2,in,1
2,I24,2I24,2,in,1
2,I24,2I24,2,in,1
2,I24,2I24,2,in,1
